interest_rate,debt_to_income,term,loan_amount,verified_income,application_type,grade,balance,paid_total,paid_interest,paid_principal,paid_late_fees
9.44,21.54,36,5000,Not Verified,individual,B,4386.95,797.53,184.48,613.05,0
12.62,13.71,36,10000,Verified,individual,C,9302.86,998.35,301.21,697.14,0
6.07,22.25,36,5000,Source Verified,individual,A,4494.69,551.17,45.86,505.31,0
6.07,26.89,36,20000,Source Verified,joint,A,18468.54,1813.75,282.29,1531.46,0
7.34,4.51,60,40000,Not Verified,joint,A,38328.35,2379.16,707.51,1671.65,0
13.58,35.39,36,5000,Verified,individual,C,4656.28,502.07,158.35,343.72,0
6.07,26.97,36,17000,Not Verified,individual,A,16134.36,1029.71,164.07,865.64,0
18.45,25.94,60,16000,Verified,individual,D,15499.69,1270.94,770.63,500.31,0
9.93,20.44,36,32000,Verified,individual,B,28894.92,4108.35,1003.27,3105.08,0
23.88,144.74,60,25000,Not Verified,joint,E,24093.55,2836.67,1930.22,906.45,0
10.42,18.82,36,6500,Verified,individual,B,5838.25,875.36,213.61,661.75,0
9.93,23.53,60,24000,Not Verified,individual,B,22742.46,2023.2,765.66,1257.54,0
13.58,9.8,60,24000,Verified,individual,C,23145.51,1641.58,787.09,854.49,0
7.97,24.99,36,25450,Not Verified,individual,A,0,25456.4768881943,6.48,25450,0
9.93,15.84,36,18000,Not Verified,individual,B,15807.67,2891.17,698.84,2192.33,0
18.06,21.4,36,3200,Not Verified,individual,D,2994.04,344.16,138.2,205.96,0
10.41,34.16,36,11250,Source Verified,individual,B,10441.51,1082.53,274.04,808.49,0
11.98,17.8,60,19200,Source Verified,individual,B,18487.26,1343.66,630.92,712.74,0
7.97,27.91,36,9000,Verified,joint,A,7874.47,1405.57,280.04,1125.53,0
6.07,9.52,36,18000,Not Verified,individual,A,17083.45,1090.27,173.72,916.55,0
10.42,20.65,36,4000,Not Verified,individual,B,3614.51,514.81,129.32,385.49,0
11.98,27.16,60,10000,Not Verified,individual,B,9628.77,660.39,289.16,371.23,0
13.59,27.95,36,20000,Source Verified,individual,C,17682.7,3382.8,1065.5,2317.3,0
15.05,10.86,36,6025,Not Verified,individual,C,0,6186.2590051986,161.26,6025,0
14.07,11.11,36,6400,Not Verified,individual,C,0,6457.5259999992,57.53,6400,0
10.42,132.06,60,35000,Verified,joint,B,33188.6,2983.38,1171.98,1811.4,0
10.91,13.06,36,13000,Not Verified,individual,B,11755.73,1692.32,448.05,1244.27,0
6.72,1.83,36,24000,Verified,individual,A,20948.06,3680.99,629.05,3051.94,0
17.47,20.23,60,20000,Source Verified,individual,D,19357.88,1486.95,844.83,642.12,0
7.97,0.86,36,1000,Source Verified,individual,A,900.26,124.43,24.69,99.74,0
7.96,18.99,36,5600,Not Verified,individual,A,5182.51,523.69,106.2,417.49,0
9.44,31.62,60,35000,Source Verified,joint,B,33143.41,2917.8,1061.21,1856.59,0
15.05,6.62,60,17500,Source Verified,individual,C,16695.78,1652.53,848.31,804.22,0
13.58,10.35,36,15000,Verified,individual,C,13617.31,2015.81,633.12,1382.69,0
9.44,19.67,36,4800,Not Verified,individual,B,3910.67,1059.35,170.02,889.33,0
30.65,39.1,60,25000,Verified,individual,F,24250.66,3232.83,2483.49,749.34,0
9.43,20.41,36,36000,Verified,individual,B,33372.12,3473.53,845.65,2627.88,0
7.35,5.54,36,1650,Source Verified,joint,A,1441.89,257.04,48.93,208.11,0
6.07,26.82,36,30000,Verified,individual,A,26929.36,3634.21,563.57,3070.64,0
17.09,15.73,60,15000,Not Verified,individual,D,14177.43,1853.36,1030.79,822.57,0
7.35,8.51,36,25000,Not Verified,individual,A,21847.54,3869.49,717.03,3152.46,0
10.42,13.08,60,17500,Verified,joint,B,16594.28,1491.71,585.99,905.72,0
17.09,17.39,60,20000,Not Verified,individual,D,19128.86,1944.61,1073.47,871.14,0
21.45,27.48,36,24000,Not Verified,individual,D,22024.78,3610.44,1635.22,1975.22,0
11.99,36.38,36,3500,Not Verified,individual,B,3085.45,576.54,161.99,414.55,0
7.34,25.54,36,6000,Not Verified,individual,A,5548.75,556.15,104.9,451.25,0
13.59,19.61,60,39275,Verified,joint,C,36918.47,4498.05,2141.52,2356.53,0
17.09,16.87,60,20000,Verified,individual,D,18903.27,2442.63,1345.9,1096.73,0
17.09,3.7,60,16000,Verified,individual,D,14939.54,2269,1208.54,1060.46,0
18.06,13.72,36,8000,Not Verified,individual,D,7128.82,1431.3,560.12,871.18,0
14.08,20.61,36,4800,Not Verified,individual,C,3313.71,1653.21,166.92,1486.29,0
20.39,NA,60,32000,Not Verified,joint,D,31050.95,2528.06,1579.01,949.05,0
7.96,3.56,36,20000,Verified,individual,A,18509.07,1870.24,379.31,1490.93,0
11.99,17.96,36,40000,Source Verified,individual,B,36229.06,5260.27,1489.33,3770.94,0
7.97,16.12,36,5000,Not Verified,individual,A,4501.41,622.05,123.46,498.59,0
12.61,13.08,36,8000,Source Verified,individual,C,7442.2,792.97,235.17,557.8,0
16.01,13.89,60,40000,Source Verified,individual,C,38666.1,2847.66,1513.76,1333.9,0
13.58,12.96,36,22000,Verified,individual,C,20487.62,2225.69,713.31,1512.38,0
10.41,11.28,60,12000,Source Verified,individual,B,11536.1,765.26,301.36,463.9,0
13.59,21.57,36,10000,Not Verified,individual,C,8841.35,1691.4,532.75,1158.65,0
18.45,10.73,36,4800,Source Verified,individual,D,4387.32,688.64,275.96,412.68,0
12.62,17.79,36,4300,Source Verified,individual,C,3795.1,712.96,208.06,504.9,0
7.97,17.76,36,36000,Source Verified,individual,A,24376.7,12614.09,990.79,11623.3,0
21.45,29.76,36,20000,Not Verified,joint,D,17923.89,3731.12,1655.01,2076.11,0
5.32,13.95,36,10000,Not Verified,individual,A,8965.88,1201.64,167.52,1034.12,0
11.99,29.2,36,1100,Verified,individual,B,482.41,650.15,32.56,617.59,0
9.44,0.42,36,40000,Source Verified,individual,B,35095.78,6380.02,1475.8,4904.22,0
6.07,6.06,36,20000,Source Verified,individual,A,18981.6,1211.42,193.02,1018.4,0
11.99,10.72,36,4000,Source Verified,individual,B,3526.26,661.54,187.8,473.74,0
24.85,11.01,60,12500,Not Verified,individual,E,12058.74,1445.94,1004.68,441.26,0
12.61,10.51,60,20000,Not Verified,individual,C,19021.05,1776.3,797.35,978.95,0
9.43,16.14,60,17425,Not Verified,joint,B,16734.28,1086.98,396.26,690.72,0
6.71,5.31,36,7000,Source Verified,individual,A,6646.86,425.22,72.08,353.14,0
17.09,16.9,36,15000,Source Verified,individual,D,0,15784.94447494,784.94,15000,0
10.42,9.46,36,7200,Not Verified,individual,B,6328.85,1164.58,293.43,871.15,0
6.72,9.84,36,20000,Not Verified,individual,A,18482.56,1888.46,371.02,1517.44,0
7.35,22.5,36,7000,Not Verified,individual,A,6117.28,1083.49,200.77,882.72,0
14.08,16.42,60,22000,Source Verified,individual,C,20963.18,2034.07,997.25,1036.82,0
5.32,12.61,36,6000,Source Verified,joint,A,5075.74,1018.33,94.07,924.26,0
10.42,20.48,60,35000,Verified,individual,B,32725.88,3734.29,1460.17,2274.12,0
28.72,17.05,60,24000,Source Verified,individual,F,23436.77,2196.57,1633.34,563.23,0
7.34,24.67,36,25000,Not Verified,individual,A,23119.84,2307.07,426.91,1880.16,0
5.31,8.4,36,4000,Source Verified,individual,A,3690.38,367.04,57.42,309.62,0
15.04,27.46,60,28000,Source Verified,joint,C,27040.75,1976.73,1017.48,959.25,0
11.98,14.92,36,8000,Source Verified,individual,B,7437.1,786.27,223.37,562.9,0
10.91,14.19,36,9600,Source Verified,individual,B,8681.12,1249.74,330.86,918.88,0
6.08,20.69,36,6500,Not Verified,individual,A,5834.78,789.72,124.5,665.22,0
25.82,43.44,60,20000,Verified,joint,E,19131.7,2926.02,2057.72,868.3,0
13.59,11.28,36,3000,Verified,individual,C,0,3157.774067559,157.77,3000,0
16.01,39.08,36,8000,Verified,individual,C,7469.28,854.58,323.86,530.72,0
15.05,11.58,36,10000,Source Verified,individual,C,9097.26,1425.23,522.49,902.74,0
25.81,9.8,60,35000,Verified,individual,E,0,37387.9006453422,2387.9,35000,0
14.08,11.84,36,35000,Verified,individual,C,31796.51,4735.56,1532.07,3203.49,0
9.43,17.67,36,7000,Not Verified,individual,B,6489,668.36,157.36,511,0
9.43,20.74,36,10500,Not Verified,individual,B,9733.52,1002.53,236.05,766.48,0
9.43,10.27,60,28000,Verified,individual,B,26890.12,1746.63,636.75,1109.88,0
11.99,21.85,60,15000,Source Verified,individual,B,14443.3,990.81,434.11,556.7,0
10.41,16.9,36,15000,Source Verified,individual,B,13920.33,1452.05,372.38,1079.67,0
11.99,21.42,36,6500,Source Verified,individual,B,5730.14,1066.37,296.51,769.86,0
7.34,30.74,36,35000,Source Verified,individual,A,32367.76,3229.91,597.67,2632.24,0
16.02,19.23,36,15000,Source Verified,individual,C,13319.42,2624.2,943.62,1680.58,0
10.91,11.34,36,11000,Source Verified,individual,B,9947.14,1471.98,419.12,1052.86,0
21.85,23.14,60,30000,Verified,individual,D,29145.31,2441.64,1586.95,854.69,0
18.45,27.01,36,7500,Source Verified,individual,D,7182.52,530.3,212.82,317.48,0
17.09,10.91,60,21000,Source Verified,individual,D,20085.27,2071.78,1157.05,914.73,0
9.93,17.81,36,32000,Source Verified,joint,B,29680.81,3094.51,775.32,2319.19,0
13.59,9.98,36,9800,Source Verified,individual,C,8664.5,1646.5,511,1135.5,0
12.61,14.34,36,4000,Not Verified,individual,C,3721.1,399.29,120.39,278.9,0
18.06,29.63,60,25000,Verified,individual,D,23938.7,2517.56,1456.26,1061.3,0
9.44,11,36,15000,Verified,individual,B,13160.89,2380.73,541.62,1839.11,0
10.42,18.92,36,12000,Source Verified,joint,B,0,12045.150000013,45.15,12000,0
16.01,26.12,36,35000,Verified,individual,C,32678.16,3660.88,1339.04,2321.84,0
13.59,27.94,60,16000,Verified,individual,C,15236.35,1517.88,754.23,763.65,0
10.42,12.59,36,13000,Source Verified,individual,B,11323.8,2236.59,560.39,1676.2,0
7.35,29.26,36,20000,Source Verified,individual,A,17988.61,2474.83,463.44,2011.39,0
15.04,10.2,60,38000,Not Verified,individual,C,36496.99,2882.71,1379.7,1503.01,0
7.97,12.79,36,10000,Not Verified,individual,A,9002.87,1248.49,251.36,997.13,0
7.34,24.66,36,13000,Source Verified,individual,A,0,13217.2218038174,217.22,13000,0
23.88,17.08,60,30000,Verified,individual,E,28626.62,4225.2,2851.82,1373.38,0
10.41,85.01,36,34800,Verified,joint,B,32295.24,3368.7,863.94,2504.76,0
20,30.61,36,30000,Not Verified,individual,D,27478.18,4426.31,1904.49,2521.82,0
10.9,1.07,36,6500,Source Verified,individual,B,6191.69,417.13,108.82,308.31,0
13.59,13.28,60,10000,Verified,individual,C,9644.04,684.16,328.2,355.96,0
11.99,12.03,60,40000,Source Verified,individual,B,37500.99,4421.26,1922.25,2499.01,0
16.01,29.36,60,25000,Source Verified,individual,C,24447.24,1171.71,618.95,552.76,0
16.01,28.78,36,19000,Not Verified,individual,C,18165.29,1361.51,526.8,834.71,0
7.96,19.82,36,16000,Not Verified,individual,A,14807.25,1496.19,303.44,1192.75,0
5.32,5.01,36,13700,Verified,joint,A,11925.11,2073.03,298.14,1774.89,0
10.91,19.81,36,40000,Verified,individual,B,36171.45,5207.16,1378.61,3828.55,0
7.35,12.6,36,6000,Not Verified,individual,A,5396.56,742.47,139.03,603.44,0
15.04,43.62,60,40000,Verified,joint,C,39092.13,1838.04,930.17,907.87,0
21.85,17.1,36,12000,Source Verified,joint,D,11517.93,900.15,418.08,482.07,0
12.62,24.03,36,35000,Source Verified,individual,C,30890.38,5839.96,1730.34,4109.62,0
7.35,25.13,36,17000,Not Verified,individual,A,0,17305.1784811037,305.18,17000,0
10.41,26.33,36,6025,Verified,individual,B,5737.13,387.68,99.81,287.87,0
10.91,13.4,36,12000,Verified,individual,B,10557.71,1947.25,504.96,1442.29,0
7.34,19.34,36,7800,Not Verified,individual,A,7213.38,723,136.38,586.62,0
19.03,32.08,36,28000,Not Verified,individual,D,25612.89,4077.6,1690.49,2387.11,0
7.97,17.36,36,10000,Source Verified,individual,A,8339.05,1992.72,331.77,1660.95,0
12.62,23.02,60,25000,Source Verified,joint,C,23776.62,2238.39,1015.01,1223.38,0
13.58,29.66,60,16000,Source Verified,individual,C,15622.37,713.5,335.87,377.63,0
12.62,31.72,36,12000,Source Verified,individual,C,10590.97,1993.87,584.84,1409.03,0
14.08,43.6,36,2800,Not Verified,joint,C,2477.74,476.86,154.6,322.26,0
13.58,21.56,60,25000,Not Verified,individual,C,24409.95,1190.29,600.24,590.05,0
7.97,26.24,36,35000,Source Verified,individual,A,32391.26,3257.88,649.14,2608.74,0
15.05,15.14,36,20000,Verified,individual,C,18194.52,2758.48,953,1805.48,0
6.72,7.44,36,10000,Verified,individual,A,8985.52,1226.27,211.79,1014.48,0
5.32,12.98,36,20000,Not Verified,individual,A,17408.96,2987.86,396.82,2591.04,0
20,15.8,36,6000,Source Verified,joint,D,5364.21,1101.62,465.83,635.79,0
5.31,18.46,36,10000,Source Verified,individual,A,9226.01,900.38,126.39,773.99,0
13.58,8.97,36,12000,Source Verified,individual,C,11453.14,806.33,259.47,546.86,0
10.9,11.76,36,10000,Not Verified,joint,B,9525.68,647.78,173.46,474.32,0
6.71,24.53,36,12500,Not Verified,individual,A,11551.47,1148.27,199.74,948.53,0
11.99,17.74,60,20000,Not Verified,joint,B,18750.49,2170.67,921.16,1249.51,0
10.41,9.08,36,12000,Not Verified,individual,B,11426.66,765.18,191.84,573.34,0
9.92,11.7,36,4000,Not Verified,individual,B,3710.06,384.56,94.62,289.94,0
12.61,1.65,60,10000,Source Verified,individual,C,9429.45,869.61,299.06,570.55,0
11.98,17.1,36,10000,Not Verified,individual,B,9296.37,989.49,285.86,703.63,0
10.42,0.63,36,2800,Not Verified,individual,B,2530.12,362.02,92.14,269.88,0
6.72,21.4,36,5000,Source Verified,individual,A,4492.76,613.13,105.89,507.24,0
15.05,20.86,60,32000,Source Verified,individual,C,0,32215.8880508159,215.89,32000,0
13.58,18.55,36,9600,Not Verified,individual,C,8940.03,971.24,311.27,659.97,0
17.09,25.07,60,15000,Verified,individual,D,14125.77,1882,1007.77,874.23,0
9.92,30.72,36,14400,Verified,individual,B,13356.21,1384.39,340.6,1043.79,0
10.42,22.52,36,10000,Source Verified,individual,B,9036.27,1284.13,320.4,963.73,0
16.01,20.59,36,21000,Verified,individual,C,19606.87,2196.55,803.42,1393.13,0
5.32,10,36,40000,Verified,individual,A,35863.53,4806.58,670.11,4136.47,0
20.39,13.91,60,10000,Source Verified,individual,D,9703.41,778.7,482.11,296.59,0
11.99,14,36,1000,Not Verified,individual,B,905.73,132.17,37.9,94.27,0
6.72,33.54,36,17150,Verified,individual,A,14969.16,2623.94,443.1,2180.84,0
15.04,15.92,36,16000,Not Verified,individual,C,14923.34,1618.09,541.43,1076.66,0
9.93,20.23,36,24000,Not Verified,individual,B,21671.17,3081.28,752.45,2328.83,0
10.91,24.27,36,20000,Not Verified,individual,B,17596.2,3257.53,853.73,2403.8,0
6,14.18,36,28000,Not Verified,individual,D,25219.85,4162.35,1382.2,2780.15,0
10.42,24.64,60,25000,Source Verified,joint,B,23706.16,2130.97,837.13,1293.84,0
7.35,26.93,36,6000,Source Verified,individual,A,0,6168.7827041566,168.78,6000,0
9.93,25.16,60,40000,Verified,individual,B,37904.12,3371.97,1276.09,2095.88,0
11.99,11.28,36,15000,Not Verified,joint,B,13949.61,1509.37,434.07,1050.39,24.91
7.34,19.98,36,15000,Not Verified,individual,A,13871.88,1384.27,256.15,1128.12,0
18.45,9.29,36,25000,Source Verified,individual,D,0,25016.66125,16.66,25000,0
7.97,17.28,36,10000,Not Verified,individual,A,9254.62,952.98,207.6,745.38,0
28.72,24.22,60,15000,Source Verified,individual,F,14526.88,1870.39,1397.27,473.12,0
6.08,29.99,36,30000,Source Verified,individual,A,26152.46,4558.62,711.08,3847.54,0
12.61,27.78,60,25000,Source Verified,joint,C,24394.55,1092.67,487.22,605.45,0
16.02,11.47,60,28000,Source Verified,individual,C,26421.36,3356.21,1777.57,1578.64,0
12.62,25.49,60,25000,Not Verified,individual,C,23462.69,2802.37,1265.06,1537.31,0
7.97,16.11,36,13000,Not Verified,individual,A,12031.01,1243.92,274.93,968.99,0
9.44,34.09,36,10000,Not Verified,individual,B,9023.01,1274.96,297.97,976.99,0
13.59,11.5,36,2000,Source Verified,individual,C,0,2046.8798504565,46.88,2000,0
11.98,28,36,10000,Verified,individual,B,9296.37,989.49,285.86,703.63,0
10.91,17.18,36,7000,Source Verified,individual,B,6329.98,911.28,241.26,670.02,0
26.77,11.7,60,30000,Verified,individual,E,28996.23,3558.57,2554.8,1003.77,0
5.32,9.83,36,20000,Not Verified,individual,A,17408.96,3005.59,414.55,2591.04,0
12.62,28.52,36,10000,Not Verified,individual,C,9066.64,1333.47,400.11,933.36,0
13.59,21.41,36,7000,Source Verified,individual,C,6354.8,954.09,308.89,645.2,0
19.03,26.83,60,23000,Verified,individual,D,21801.18,2960.78,1761.96,1198.82,0
24.84,16.79,60,20000,Not Verified,individual,E,19476.18,1727.88,1204.06,523.82,0
17.47,13.22,60,35000,Source Verified,individual,D,33876.29,2602.16,1478.45,1123.71,0
9.43,13,60,10000,Source Verified,individual,B,9603.61,618.56,222.17,396.39,0
7.35,37.5,36,10000,Not Verified,individual,A,8739,1547.82,286.82,1261,0
10.41,8.47,36,15000,Not Verified,individual,B,13920.33,1443.38,363.71,1079.67,0
11.99,19.78,36,6000,Source Verified,individual,B,5289.39,992.3,281.69,710.61,0
16.01,28.81,36,6000,Not Verified,individual,C,5601.95,627.6,229.55,398.05,0
12.62,21.97,60,13650,Not Verified,individual,C,12810.59,1530.13,690.72,839.41,0
9.43,16.31,36,20000,Source Verified,individual,B,18540.05,1930.51,470.56,1459.95,0
6.08,3.25,36,10000,Verified,individual,A,8717.45,1519.57,237.02,1282.55,0
10.91,28.65,36,35725,Verified,individual,B,0,36586.0743467931,861.07,35725,0
7.97,23.13,36,3000,Not Verified,individual,A,2624.82,467.19,92.01,375.18,0
13.59,41.72,36,12000,Verified,joint,C,10609.61,2020.63,630.24,1390.39,0
16.02,11.59,36,10000,Verified,individual,C,9336.7,1098.16,434.86,663.3,0
7.34,25.53,36,12000,Not Verified,individual,A,11097.5,1107.41,204.91,902.5,0
14.07,28.52,36,4600,Source Verified,individual,C,690.85,3968.54,59.39,3909.15,0
9.44,17.42,60,13000,Source Verified,individual,B,12310.38,1076.96,387.34,689.62,0
12.61,26.28,36,10000,Not Verified,individual,C,9537.6,691.16,228.76,462.4,0
7.97,23.97,36,5700,Not Verified,individual,A,5131.64,707.85,139.49,568.36,0
10.42,10.1,36,10000,Verified,individual,B,8016.18,2292.81,308.99,1983.82,0
7.97,17.42,36,15000,Not Verified,individual,A,12741.5,2772.55,514.05,2258.5,0
21.45,20.77,36,5600,Verified,individual,D,5139.1,835.77,374.87,460.9,0
17.09,18.8,60,11000,Source Verified,individual,D,10396.75,1369.6,766.35,603.25,0
10.42,8.2,60,25000,Source Verified,individual,B,23706.16,2130.97,837.13,1293.84,0
6.71,14.46,36,25000,Not Verified,individual,A,23738.83,1518.6,257.43,1261.17,0
9.92,16.58,36,5000,Not Verified,individual,B,4637.57,487.58,125.15,362.43,0
7.34,3.51,36,7000,Not Verified,individual,A,6473.55,645.98,119.53,526.45,0
21.85,20.71,60,35000,Verified,individual,D,34341.28,1842.39,1183.67,658.72,0
5.32,6.53,36,12000,Not Verified,individual,A,9482.5,2753.35,235.85,2517.5,0
9.43,19.68,36,40000,Not Verified,joint,B,37080.14,3819.07,899.21,2919.86,0
7.34,9.86,60,20000,Source Verified,individual,A,19164.16,1189.59,353.75,835.84,0
26.3,12.02,36,3500,Not Verified,joint,E,3161.11,702.79,363.9,338.89,0
12.61,27.48,36,2500,Not Verified,individual,C,2266.35,333.33,99.68,233.65,0
11.98,11.53,60,15000,Source Verified,individual,B,14630.63,647.07,277.7,369.37,0
9.43,5.55,36,10000,Not Verified,individual,B,9515.25,634.78,150.03,484.75,0
10.42,19.18,36,12000,Not Verified,joint,B,10548.1,1934.01,482.11,1451.9,0
10.9,26.62,36,14000,Not Verified,individual,B,12999.42,1317.94,317.36,1000.58,0
10.9,29.43,36,10500,Not Verified,individual,B,10001.98,680.16,182.14,498.02,0
6.72,8.16,36,10000,Not Verified,individual,A,8985.52,1226.27,211.79,1014.48,0
7.96,18.15,36,10200,Verified,individual,A,9182.77,1273.29,256.06,1017.23,0
13.58,16.41,36,10000,Source Verified,individual,C,9078.21,1343.87,422.08,921.79,0
7.34,15.71,60,15000,Not Verified,individual,A,14373.11,892.2,265.31,626.89,0
15.04,22.75,36,25200,Verified,individual,C,23504.26,2580.07,884.33,1695.74,0
6.08,13.58,36,5000,Not Verified,individual,A,4358.7,758.12,116.82,641.3,0
7.96,8.04,36,12000,Not Verified,individual,A,11105.43,1122.15,227.58,894.57,0
6.07,9.54,36,4000,Not Verified,individual,A,3693.7,362.76,56.46,306.3,0
10.9,33.76,60,36000,Source Verified,individual,B,34625.77,2321.02,946.79,1374.23,0
6.72,26.71,36,6000,Source Verified,joint,A,5391.31,733.52,124.83,608.69,0
11.99,17.69,36,1200,Not Verified,individual,B,1057.84,198.5,56.34,142.16,0
15.04,6.09,36,10000,Not Verified,individual,C,9327.09,1032.19,359.28,672.91,0
16.01,22.22,36,17950,Verified,individual,C,16759.21,1941.38,750.59,1190.79,0
7.34,64.47,36,14000,Verified,joint,A,12947.11,1297.67,244.78,1052.89,0
7.35,15.66,36,11000,Not Verified,individual,A,9612.89,1702.61,315.5,1387.11,0
5.31,13.2,36,40000,Source Verified,individual,A,37940.61,2397.04,337.65,2059.39,0
13.59,19.26,60,25000,Source Verified,individual,C,23499.98,2863.17,1363.15,1500.02,0
9.43,21.98,36,1800,Not Verified,individual,B,1566.81,271.89,38.7,233.19,0
7.97,22.16,36,7200,Not Verified,individual,A,6300.04,1127.34,227.38,899.96,0
6.07,11.83,36,8000,Not Verified,individual,A,7387.42,725.49,112.91,612.58,0
11.99,22.68,36,14000,Not Verified,individual,B,12680.15,1887.74,567.89,1319.85,0
14.08,20.93,60,21000,Not Verified,individual,C,19755.58,2513.26,1268.84,1244.42,0
15.04,17.42,36,10000,Not Verified,individual,C,8968.96,1370.69,339.65,1031.04,0
7.35,16.51,36,20000,Source Verified,individual,A,11592.7,8727.83,320.53,8407.3,0
